dataset1,dataset2, dataset1Cardinality, dataset2Cardinality, dataset1GridNPartitions, dataset2GridNPartitions,resultSJSize,selectivity, BNLJMBRTests, BNLJjobsTimes, BNLJjobsTimesRelStdDev, BNLJsizeJoins, BNLJsizeJoinsRelStdDev,PBSMMBRTests, PBSMjobsTimes, PBSMjobsTimesRelStdDev, PBSMsizeJoins, PBSMsizeJoinsRelStdDev,DJMBRTests, DJjobsTimes, DJjobsTimesRelStdDev, DJsizeJoins, DJsizeJoinsRelStdDev,REPJMBRTests, REPJjobsTimes, REPJjobsTimesRelStdDev, REPJsizeJoins, REPJsizeJoinsRelStdDev,Smallest cardinality,Class
parks-00043_r217.csv,lakes-00043_r217.csv,196,493,1,1,782,0.008092892,0,0,0,0,0,3296,4.31,0,0,0,0,0,0,0,0,0,0,0,0,0,196,5
parks-00043_r218.csv,lakes-00043_r218.csv,196,493,1,1,782,0.008092892,0,0,0,0,0,3296,4.31,0,0,0,0,0,0,0,0,0,0,0,0,0,196,5
parks-00043_r219.csv,lakes-00043_r219.csv,196,493,1,1,782,0.008092892,0,0,0,0,0,3296,4.31,0,0,0,0,0,0,0,0,0,0,0,0,0,196,5
parks-00043_r220.csv,lakes-00043_r220.csv,196,493,1,1,782,0.008092892,0,0,0,0,0,3296,4.31,0,0,0,0,0,0,0,0,0,0,0,0,0,196,5
parks-00043_r221.csv,lakes-00043_r221.csv,196,493,1,1,782,0.008092892,0,0,0,0,0,3296,4.31,0,0,0,0,0,0,0,0,0,0,0,0,0,196,5
parks-00043_r222.csv,lakes-00043_r222.csv,196,493,1,1,782,0.008092892,0,0,0,0,0,3296,4.31,0,0,0,0,0,0,0,0,0,0,0,0,0,196,5
parks-00043_r223.csv,lakes-00043_r223.csv,196,493,1,1,782,0.008092892,0,0,0,0,0,3296,4.31,0,0,0,0,0,0,0,0,0,0,0,0,0,196,5
parks-00043_r224.csv,lakes-00043_r224.csv,196,493,1,1,782,0.008092892,0,0,0,0,0,3296,4.31,0,0,0,0,0,0,0,0,0,0,0,0,0,196,5
parks-00043_r225.csv,lakes-00043_r225.csv,196,493,1,1,782,0.008092892,0,0,0,0,0,3296,4.31,0,0,0,0,0,0,0,0,0,0,0,0,0,196,5
parks-00043_r226.csv,lakes-00043_r226.csv,196,493,1,1,782,0.008092892,0,0,0,0,0,3296,4.31,0,0,0,0,0,0,0,0,0,0,0,0,0,196,5
parks-00043_r227.csv,lakes-00043_r227.csv,196,493,1,1,782,0.008092892,0,0,0,0,0,3296,4.31,0,0,0,0,0,0,0,0,0,0,0,0,0,196,5
parks-00043_r228.csv,lakes-00043_r228.csv,196,493,1,1,782,0.008092892,0,0,0,0,0,3296,4.31,0,0,0,0,0,0,0,0,0,0,0,0,0,196,5
parks-00043_r229.csv,lakes-00043_r229.csv,196,493,1,1,782,0.008092892,0,0,0,0,0,3296,4.31,0,0,0,0,0,0,0,0,0,0,0,0,0,196,5
parks-00043_r230.csv,lakes-00043_r230.csv,196,493,1,1,782,0.008092892,0,0,0,0,0,3296,4.31,0,0,0,0,0,0,0,0,0,0,0,0,0,196,5
parks-00431.csv,lakes-00431.csv,166,243,1,1,36,0.000892459,0,0,0,0,0,371,0.521,0,0,0,0,0,0,0,0,0,0,0,0,0,166,1
parks-00131.csv,lakes-00131.csv,165,389,1,1,13,0.00020254,0,0,0,0,0,369,0.597,0,0,0,0,0,0,0,0,0,0,0,0,0,165,1
parks-00195.csv,lakes-00195.csv,165,40500,1,15,16523,0.002472578,0,0,0,0,0,88240,32.001,0,0,0,0,0,0,0,0,0,0,0,0,0,165,2
parks-00195_r231.csv,lakes-00195_r231.csv,165,40500,1,15,16523,0.002472578,0,0,0,0,0,88240,32.001,0,0,0,0,0,0,0,0,0,0,0,0,0,165,2
parks-00195_r232.csv,lakes-00195_r232.csv,165,40500,1,15,16523,0.002472578,0,0,0,0,0,88240,32.001,0,0,0,0,0,0,0,0,0,0,0,0,0,165,2
parks-00195_r233.csv,lakes-00195_r233.csv,165,40500,1,15,16523,0.002472578,0,0,0,0,0,88240,32.001,0,0,0,0,0,0,0,0,0,0,0,0,0,165,2
parks-00195_r234.csv,lakes-00195_r234.csv,165,40500,1,15,16523,0.002472578,0,0,0,0,0,88240,32.001,0,0,0,0,0,0,0,0,0,0,0,0,0,165,2
parks-00195_r235.csv,lakes-00195_r235.csv,165,40500,1,15,16523,0.002472578,0,0,0,0,0,88240,32.001,0,0,0,0,0,0,0,0,0,0,0,0,0,165,2
parks-00195_r236.csv,lakes-00195_r236.csv,165,40500,1,15,16523,0.002472578,0,0,0,0,0,88240,32.001,0,0,0,0,0,0,0,0,0,0,0,0,0,165,2
parks-00195_r237.csv,lakes-00195_r237.csv,165,40500,1,15,16523,0.002472578,0,0,0,0,0,88240,32.001,0,0,0,0,0,0,0,0,0,0,0,0,0,165,2
parks-00195_r238.csv,lakes-00195_r238.csv,165,40500,1,15,16523,0.002472578,0,0,0,0,0,88240,32.001,0,0,0,0,0,0,0,0,0,0,0,0,0,165,2
parks-00195_r239.csv,lakes-00195_r239.csv,165,40500,1,15,16523,0.002472578,0,0,0,0,0,88240,32.001,0,0,0,0,0,0,0,0,0,0,0,0,0,165,2
parks-00195_r240.csv,lakes-00195_r240.csv,165,40500,1,15,16523,0.002472578,0,0,0,0,0,88240,32.001,0,0,0,0,0,0,0,0,0,0,0,0,0,165,2
parks-00195_r241.csv,lakes-00195_r241.csv,165,40500,1,15,16523,0.002472578,0,0,0,0,0,88240,32.001,0,0,0,0,0,0,0,0,0,0,0,0,0,165,2
parks-00195_r242.csv,lakes-00195_r242.csv,165,40500,1,15,16523,0.002472578,0,0,0,0,0,88240,32.001,0,0,0,0,0,0,0,0,0,0,0,0,0,165,2
parks-00195_r243.csv,lakes-00195_r243.csv,165,40500,1,15,16523,0.002472578,0,0,0,0,0,88240,32.001,0,0,0,0,0,0,0,0,0,0,0,0,0,165,2
parks-00195_r244.csv,lakes-00195_r244.csv,165,40500,1,15,16523,0.002472578,0,0,0,0,0,88240,32.001,0,0,0,0,0,0,0,0,0,0,0,0,0,165,2
parks-00195_r245.csv,lakes-00195_r245.csv,165,40500,1,15,16523,0.002472578,0,0,0,0,0,88240,32.001,0,0,0,0,0,0,0,0,0,0,0,0,0,165,2
parks-00195_r246.csv,lakes-00195_r246.csv,165,40500,1,15,16523,0.002472578,0,0,0,0,0,88240,32.001,0,0,0,0,0,0,0,0,0,0,0,0,0,165,2
parks-00195_r247.csv,lakes-00195_r247.csv,165,40500,1,15,16523,0.002472578,0,0,0,0,0,88240,32.001,0,0,0,0,0,0,0,0,0,0,0,0,0,165,2
parks-00046.csv,lakes-00046.csv,293,125,1,1,60,0.001638225,0,0,0,0,0,800,0.861,0,0,0,0,0,0,0,0,0,0,0,0,0,125,2
parks-00046_r248.csv,lakes-00046_r248.csv,293,125,1,1,60,0.001638225,0,0,0,0,0,800,0.861,0,0,0,0,0,0,0,0,0,0,0,0,0,125,2
parks-00046_r249.csv,lakes-00046_r249.csv,293,125,1,1,60,0.001638225,0,0,0,0,0,800,0.861,0,0,0,0,0,0,0,0,0,0,0,0,0,125,2
parks-00046_r250.csv,lakes-00046_r250.csv,293,125,1,1,60,0.001638225,0,0,0,0,0,800,0.861,0,0,0,0,0,0,0,0,0,0,0,0,0,125,2
parks-00046_r251.csv,lakes-00046_r251.csv,293,125,1,1,60,0.001638225,0,0,0,0,0,800,0.861,0,0,0,0,0,0,0,0,0,0,0,0,0,125,2
parks-00046_r252.csv,lakes-00046_r252.csv,293,125,1,1,60,0.001638225,0,0,0,0,0,800,0.861,0,0,0,0,0,0,0,0,0,0,0,0,0,125,2
parks-00046_r253.csv,lakes-00046_r253.csv,293,125,1,1,60,0.001638225,0,0,0,0,0,800,0.861,0,0,0,0,0,0,0,0,0,0,0,0,0,125,2
parks-00046_r254.csv,lakes-00046_r254.csv,293,125,1,1,60,0.001638225,0,0,0,0,0,800,0.861,0,0,0,0,0,0,0,0,0,0,0,0,0,125,2
parks-00046_r255.csv,lakes-00046_r255.csv,293,125,1,1,60,0.001638225,0,0,0,0,0,800,0.861,0,0,0,0,0,0,0,0,0,0,0,0,0,125,2
parks-00046_r256.csv,lakes-00046_r256.csv,293,125,1,1,60,0.001638225,0,0,0,0,0,800,0.861,0,0,0,0,0,0,0,0,0,0,0,0,0,125,2
parks-00046_r257.csv,lakes-00046_r257.csv,293,125,1,1,60,0.001638225,0,0,0,0,0,800,0.861,0,0,0,0,0,0,0,0,0,0,0,0,0,125,2
parks-00046_r258.csv,lakes-00046_r258.csv,293,125,1,1,60,0.001638225,0,0,0,0,0,800,0.861,0,0,0,0,0,0,0,0,0,0,0,0,0,125,2
parks-00046_r259.csv,lakes-00046_r259.csv,293,125,1,1,60,0.001638225,0,0,0,0,0,800,0.861,0,0,0,0,0,0,0,0,0,0,0,0,0,125,2
parks-00046_r260.csv,lakes-00046_r260.csv,293,125,1,1,60,0.001638225,0,0,0,0,0,800,0.861,0,0,0,0,0,0,0,0,0,0,0,0,0,125,2
parks-00046_r261.csv,lakes-00046_r261.csv,293,125,1,1,60,0.001638225,0,0,0,0,0,800,0.861,0,0,0,0,0,0,0,0,0,0,0,0,0,125,2
parks-00046_r262.csv,lakes-00046_r262.csv,293,125,1,1,60,0.001638225,0,0,0,0,0,800,0.861,0,0,0,0,0,0,0,0,0,0,0,0,0,125,2
parks-00046_r263.csv,lakes-00046_r263.csv,293,125,1,1,60,0.001638225,0,0,0,0,0,800,0.861,0,0,0,0,0,0,0,0,0,0,0,0,0,125,2
parks-00046_r264.csv,lakes-00046_r264.csv,293,125,1,1,60,0.001638225,0,0,0,0,0,800,0.861,0,0,0,0,0,0,0,0,0,0,0,0,0,125,2
parks-00434.csv,lakes-00434.csv,118,769,1,1,86,0.000947742,0,0,0,0,0,870,0.998,0,0,0,0,0,0,0,0,0,0,0,0,0,118,1
parks-00058.csv,lakes-00058.csv,808,114,1,1,109,0.001183342,0,0,0,0,0,13610,2.608,0,0,0,0,0,0,0,0,0,0,0,0,0,114,2
parks-00058_r265.csv,lakes-00058_r265.csv,808,114,1,1,109,0.001183342,0,0,0,0,0,13610,2.608,0,0,0,0,0,0,0,0,0,0,0,0,0,114,2
parks-00058_r266.csv,lakes-00058_r266.csv,808,114,1,1,109,0.001183342,0,0,0,0,0,13610,2.608,0,0,0,0,0,0,0,0,0,0,0,0,0,114,2
parks-00058_r267.csv,lakes-00058_r267.csv,808,114,1,1,109,0.001183342,0,0,0,0,0,13610,2.608,0,0,0,0,0,0,0,0,0,0,0,0,0,114,2
parks-00058_r268.csv,lakes-00058_r268.csv,808,114,1,1,109,0.001183342,0,0,0,0,0,13610,2.608,0,0,0,0,0,0,0,0,0,0,0,0,0,114,2
parks-00058_r269.csv,lakes-00058_r269.csv,808,114,1,1,109,0.001183342,0,0,0,0,0,13610,2.608,0,0,0,0,0,0,0,0,0,0,0,0,0,114,2
parks-00058_r270.csv,lakes-00058_r270.csv,808,114,1,1,109,0.001183342,0,0,0,0,0,13610,2.608,0,0,0,0,0,0,0,0,0,0,0,0,0,114,2
parks-00058_r271.csv,lakes-00058_r271.csv,808,114,1,1,109,0.001183342,0,0,0,0,0,13610,2.608,0,0,0,0,0,0,0,0,0,0,0,0,0,114,2
parks-00058_r272.csv,lakes-00058_r272.csv,808,114,1,1,109,0.001183342,0,0,0,0,0,13610,2.608,0,0,0,0,0,0,0,0,0,0,0,0,0,114,2
parks-00058_r273.csv,lakes-00058_r273.csv,808,114,1,1,109,0.001183342,0,0,0,0,0,13610,2.608,0,0,0,0,0,0,0,0,0,0,0,0,0,114,2
parks-00058_r274.csv,lakes-00058_r274.csv,808,114,1,1,109,0.001183342,0,0,0,0,0,13610,2.608,0,0,0,0,0,0,0,0,0,0,0,0,0,114,2
parks-00058_r275.csv,lakes-00058_r275.csv,808,114,1,1,109,0.001183342,0,0,0,0,0,13610,2.608,0,0,0,0,0,0,0,0,0,0,0,0,0,114,2
parks-00058_r276.csv,lakes-00058_r276.csv,808,114,1,1,109,0.001183342,0,0,0,0,0,13610,2.608,0,0,0,0,0,0,0,0,0,0,0,0,0,114,2
parks-00058_r277.csv,lakes-00058_r277.csv,808,114,1,1,109,0.001183342,0,0,0,0,0,13610,2.608,0,0,0,0,0,0,0,0,0,0,0,0,0,114,2
parks-00058_r278.csv,lakes-00058_r278.csv,808,114,1,1,109,0.001183342,0,0,0,0,0,13610,2.608,0,0,0,0,0,0,0,0,0,0,0,0,0,114,2
parks-00058_r279.csv,lakes-00058_r279.csv,808,114,1,1,109,0.001183342,0,0,0,0,0,13610,2.608,0,0,0,0,0,0,0,0,0,0,0,0,0,114,2
parks-00058_r280.csv,lakes-00058_r280.csv,808,114,1,1,109,0.001183342,0,0,0,0,0,13610,2.608,0,0,0,0,0,0,0,0,0,0,0,0,0,114,2
parks-00058_r281.csv,lakes-00058_r281.csv,808,114,1,1,109,0.001183342,0,0,0,0,0,13610,2.608,0,0,0,0,0,0,0,0,0,0,0,0,0,114,2
parks-00227.csv,lakes-00227.csv,104,6090,1,2,101,0.000159467,0,0,0,0,0,3888,2.051,0,0,0,0,0,0,0,0,0,0,0,0,0,104,1
parks-00297.csv,lakes-00297.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r282.csv,lakes-00297_r282.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r283.csv,lakes-00297_r283.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r284.csv,lakes-00297_r284.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r285.csv,lakes-00297_r285.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r286.csv,lakes-00297_r286.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r287.csv,lakes-00297_r287.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r288.csv,lakes-00297_r288.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r289.csv,lakes-00297_r289.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r290.csv,lakes-00297_r290.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r291.csv,lakes-00297_r291.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r292.csv,lakes-00297_r292.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r293.csv,lakes-00297_r293.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r294.csv,lakes-00297_r294.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r295.csv,lakes-00297_r295.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r296.csv,lakes-00297_r296.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r297.csv,lakes-00297_r297.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r298.csv,lakes-00297_r298.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r299.csv,lakes-00297_r299.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r300.csv,lakes-00297_r300.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r301.csv,lakes-00297_r301.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r302.csv,lakes-00297_r302.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r303.csv,lakes-00297_r303.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r304.csv,lakes-00297_r304.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r305.csv,lakes-00297_r305.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r306.csv,lakes-00297_r306.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r307.csv,lakes-00297_r307.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r308.csv,lakes-00297_r308.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r309.csv,lakes-00297_r309.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r310.csv,lakes-00297_r310.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r311.csv,lakes-00297_r311.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r312.csv,lakes-00297_r312.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r313.csv,lakes-00297_r313.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r314.csv,lakes-00297_r314.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r315.csv,lakes-00297_r315.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r316.csv,lakes-00297_r316.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r317.csv,lakes-00297_r317.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r318.csv,lakes-00297_r318.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r319.csv,lakes-00297_r319.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r320.csv,lakes-00297_r320.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r321.csv,lakes-00297_r321.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r322.csv,lakes-00297_r322.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r323.csv,lakes-00297_r323.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r324.csv,lakes-00297_r324.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r325.csv,lakes-00297_r325.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r326.csv,lakes-00297_r326.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r327.csv,lakes-00297_r327.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r328.csv,lakes-00297_r328.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r329.csv,lakes-00297_r329.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r330.csv,lakes-00297_r330.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r331.csv,lakes-00297_r331.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r332.csv,lakes-00297_r332.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r333.csv,lakes-00297_r333.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r334.csv,lakes-00297_r334.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r335.csv,lakes-00297_r335.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r336.csv,lakes-00297_r336.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r337.csv,lakes-00297_r337.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r338.csv,lakes-00297_r338.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r339.csv,lakes-00297_r339.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r340.csv,lakes-00297_r340.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r341.csv,lakes-00297_r341.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r342.csv,lakes-00297_r342.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r343.csv,lakes-00297_r343.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r344.csv,lakes-00297_r344.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r345.csv,lakes-00297_r345.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r346.csv,lakes-00297_r346.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r347.csv,lakes-00297_r347.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r348.csv,lakes-00297_r348.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r349.csv,lakes-00297_r349.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r350.csv,lakes-00297_r350.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r351.csv,lakes-00297_r351.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r352.csv,lakes-00297_r352.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r353.csv,lakes-00297_r353.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r354.csv,lakes-00297_r354.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r355.csv,lakes-00297_r355.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r356.csv,lakes-00297_r356.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r357.csv,lakes-00297_r357.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r358.csv,lakes-00297_r358.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r359.csv,lakes-00297_r359.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r360.csv,lakes-00297_r360.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
parks-00297_r361.csv,lakes-00297_r361.csv,104,10494,1,3,21060,0.019296741,0,0,0,0,0,230009,2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7
